0114619,26-01-2016 4:24:27 PM,9,001
0114802,02-05-2016 4:38:49 PM,5,001
0116708,29-11-2015 6:39:37 PM,5,001
0117761,19-04-2016 6:22:05 PM,9,001
0165100,17-05-2016 4:48:29 PM,9,001
0177959,29-11-2015 6:58:25 PM,5,001
0177962,19-01-2016 4:47:33 PM,5,001
0178645,11-05-2016 2:17:56 PM,9,001
0182173,01-02-2016 5:46:00 PM,5,001
0184776,01-02-2016 6:24:51 PM,5,001
0185391,26-01-2016 4:31:46 PM,9,001
0188636,29-11-2015 7:16:57 PM,5,001
0198159,05-06-2016 9:53:03 AM,9,001
0202418,30-11-2015 1:16:14 PM,5,001
0207446,18-02-2016 4:16:33 PM,9,001
0207974,16-03-2016 6:05:48 PM,9,001
0212945,18-02-2016 4:14:45 PM,9,001
0234823,31-05-2016 4:34:18 PM,9,001
0237930,10-01-2016 3:25:09 PM,5,001
0238509,19-01-2016 4:40:18 PM,5,001
0254164,14-06-2016 4:17:44 PM,5,001
0260695,11-02-2016 3:56:37 PM,9,001
0263639,08-06-2016 1:42:06 PM,9,001
0271853,30-05-2016 4:04:33 PM,5,001
0274738,30-05-2016 2:31:26 PM,5,001
0291180,01-06-2016 9:38:15 AM,9,001
0310291,31-12-2015 5:40:36 PM,5,001
0316316,29-11-2015 7:01:17 PM,5,001
0316321,29-11-2015 6:11:23 PM,5,001
0316507,12-05-2016 12:54:42 PM,9,001
0318943,19-04-2016 5:18:17 PM,9,001
0328007,29-05-2016 5:59:03 PM,9,001
0328015,31-05-2016 4:21:37 PM,9,001
0328037,30-05-2016 7:13:23 PM,9,001
0334846,08-03-2016 2:52:52 PM,9,001
0343063,13-06-2016 12:56:42 PM,9,001
0343575,10-01-2016 3:21:29 PM,5,001
0347691,31-05-2016 10:54:36 AM,9,001
0352978,05-04-2016 5:18:17 PM,9,001
0354793,19-04-2016 6:44:12 PM,9,001
0365211,05-01-2016 5:50:06 PM,5,001
0367578,13-06-2016 12:59:31 PM,9,001
0369604,10-01-2016 3:22:58 PM,5,001
0375172,31-12-2015 3:50:33 PM,5,001
0376839,13-06-2016 12:07:09 PM,9,001
0381706,07-03-2016 5:09:55 PM,9,001
0393775,19-06-2016 4:51:12 PM,5,001
0394623,23-12-2015 1:24:02 PM,5,001
0401031,03-02-2016 11:33:08 AM,5,001
0404441,08-06-2016 1:43:44 PM,9,001
0409474,29-11-2015 5:45:42 PM,5,001
0409804,24-04-2016 3:08:51 PM,9,001
0409810,02-05-2016 4:36:59 PM,5,001
1001710,13-06-2016 1:01:15 PM,9,001
1002106,08-02-2016 12:35:44 PM,5,001
1002168,31-12-2015 3:42:00 PM,5,001
1004063,13-03-2016 5:06:26 PM,9,001
1009009,21-04-2016 10:44:35 AM,5,001
1017396,30-05-2016 2:13:32 PM,9,001
1025445,16-02-2016 6:13:54 PM,9,001
1025914,18-05-2016 1:43:05 PM,9,001
1027048,25-05-2016 6:25:10 PM,9,001
1035020,19-05-2016 11:43:42 AM,9,001
1038074,07-06-2016 4:34:02 PM,5,001
1043682,18-04-2016 10:53:34 AM,9,001
1045992,02-03-2016 4:23:29 PM,9,001
1046210,13-01-2016 10:51:04 AM,5,001
1052720,19-04-2016 6:25:32 PM,9,001
1053093,30-05-2016 7:28:20 PM,9,001
1068419,11-01-2016 3:12:17 PM,5,001
1092122,13-06-2016 1:27:00 PM,9,001
1092126,02-05-2016 4:53:24 PM,5,001
1093097,23-02-2016 3:57:23 PM,9,001
1104230,30-05-2016 2:02:45 PM,9,001
1104972,14-06-2016 4:53:33 PM,5,001
1112775,29-11-2015 6:02:31 PM,5,001
1118449,18-01-2016 4:14:20 PM,5,001
1121548,03-05-2016 4:45:43 PM,9,001
1130563,11-02-2016 4:15:16 PM,9,001
1153296,25-04-2016 6:12:19 PM,9,001
1168293,22-03-2016 8:48:00 AM,9,001
1168589,18-02-2016 4:21:14 PM,9,001
1170201,21-04-2016 10:16:35 AM,5,001
1173602,30-05-2016 2:01:22 PM,9,001
1176468,29-11-2015 6:48:25 PM,5,001
1180670,05-06-2016 10:12:25 AM,9,001
1185712,09-05-2016 4:58:52 PM,9,001
1195600,19-06-2016 5:36:45 PM,5,001
1198477,15-05-2016 4:36:45 PM,9,001
1217754,09-06-2016 1:40:08 PM,9,001
1220789,16-03-2016 6:14:51 PM,9,001
1306385,13-03-2016 5:08:37 PM,9,001
1358882,19-04-2016 6:16:23 PM,9,001
1439706,19-06-2016 4:22:45 PM,5,001
1458834,30-11-2015 1:31:43 PM,5,001
1499091,19-01-2016 4:43:37 PM,5,001
1529394,13-06-2016 1:28:22 PM,9,001
1553077,02-05-2016 2:14:07 PM,9,001
1553414,02-05-2016 4:54:52 PM,5,001
1575973,19-06-2016 4:24:04 PM,5,001
1597105,19-04-2016 6:24:08 PM,9,001
1597509,30-12-2015 4:15:21 PM,5,001
1598958,26-01-2016 2:14:11 PM,9,001
1599866,09-02-2016 1:15:29 PM,9,001
1600207,28-01-2016 6:26:29 PM,9,001
1601381,01-02-2016 5:47:19 PM,5,001
1602652,02-12-2015 1:42:10 PM,9,001
1605298,13-01-2016 2:51:56 PM,5,001
1607866,29-11-2015 5:51:22 PM,5,001
1610251,11-01-2016 6:38:39 PM,5,001
1610358,26-01-2016 6:16:35 PM,9,001
1613030,18-05-2016 12:04:21 PM,9,001
1645427,19-04-2016 6:39:07 PM,9,001
1647513,10-02-2016 5:52:51 PM,9,001
1657917,26-04-2016 10:39:36 AM,5,001
1661948,04-06-2016 10:08:44 AM,9,001
1668504,18-01-2016 4:10:08 PM,5,001
1678002,20-06-2016 5:02:39 PM,5,001
1684315,13-06-2016 12:08:48 PM,9,001
1685859,04-06-2016 10:55:56 AM,9,001
1693693,02-05-2016 4:45:07 PM,5,001
1697412,10-01-2016 3:39:52 PM,5,001
1702970,26-01-2016 4:26:47 PM,9,001
1724135,30-05-2016 2:04:47 PM,9,001
1739603,23-03-2016 9:19:45 AM,9,001
0132802,29-11-2015 7:06:43 PM,5,002
0259782,30-12-2015 3:14:13 PM,5,002
0262579,18-01-2016 4:25:22 PM,5,002
0289644,20-04-2016 11:52:05 AM,9,002
0290649,16-06-2016 11:45:24 AM,9,002
0292858,13-06-2016 11:38:20 AM,9,002
0334252,02-05-2016 1:42:00 PM,9,002
0392470,30-11-2015 1:26:08 PM,5,002
1008458,26-04-2016 10:26:46 AM,5,002
1077323,25-04-2016 4:55:59 PM,9,002
1092519,25-04-2016 4:57:38 PM,9,002
1129107,31-05-2016 4:29:02 PM,9,002
1212342,08-02-2016 12:43:30 PM,9,002
1448696,26-01-2016 6:13:21 PM,9,002
1601393,08-02-2016 12:06:55 PM,9,002
1604319,10-04-2016 10:18:18 AM,9,002
1607418,18-01-2016 4:22:14 PM,5,002
1716587,12-05-2016 1:18:38 PM,9,002
0182540,13-01-2016 1:31:36 PM,5,003
0193883,30-11-2015 1:22:57 PM,5,003
0196510,27-03-2016 9:17:02 AM,9,003
0197200,02-06-2016 1:28:14 PM,5,003
0201071,09-05-2016 6:33:19 PM,9,003
0219562,30-11-2015 1:34:42 PM,5,003
0238927,29-11-2015 6:27:57 PM,5,003
0254047,08-02-2016 12:04:30 PM,5,003
0262140,01-02-2016 5:20:41 PM,5,003
0267142,25-05-2016 10:30:40 AM,5,003
0289387,08-02-2016 12:34:27 PM,5,003
0307990,26-04-2016 10:29:00 AM,5,003
0339995,29-11-2015 7:04:09 PM,5,003
0373641,29-05-2016 2:56:44 PM,9,003
0401477,07-04-2016 12:17:22 PM,9,003
0401617,12-04-2016 5:31:33 PM,9,003
0401843,21-04-2016 10:21:07 AM,5,003
0406465,19-04-2016 6:14:13 PM,9,003
1023904,02-06-2016 5:17:01 PM,5,003
1024810,02-06-2016 5:27:51 PM,5,003
1026204,31-01-2016 5:04:18 PM,5,003
1085632,08-06-2016 2:52:26 PM,9,003
1147244,30-05-2016 2:17:54 PM,9,003
1169746,02-06-2016 4:21:28 PM,5,003
1265472,02-06-2016 12:26:50 PM,5,003
1683106,12-06-2016 2:52:02 PM,9,003
1690990,29-11-2015 5:53:53 PM,5,003
1717744,23-12-2015 12:48:50 PM,5,003
1725874,08-06-2016 2:27:12 PM,9,003
0138121,29-11-2015 7:14:10 PM,5,004
0177421,12-05-2016 4:49:00 PM,9,004
0201370,26-01-2016 6:20:24 PM,9,004
0249518,13-01-2016 1:08:12 PM,5,004
0262507,03-05-2016 5:04:45 PM,9,004
0266003,13-01-2016 2:46:39 PM,5,004
0291838,04-02-2016 10:35:07 AM,9,004
0393496,14-03-2016 4:19:02 PM,9,004
0421733,19-06-2016 11:29:11 AM,9,004
1018316,20-04-2016 11:53:39 AM,9,004
1032136,08-06-2016 1:24:20 PM,9,004
1059941,20-06-2016 5:38:18 PM,5,004
1060686,03-05-2016 5:29:44 PM,9,004
1081723,18-05-2016 1:56:53 PM,9,004
1160642,17-01-2016 1:30:26 PM,5,004
1394392,13-06-2016 12:52:34 PM,9,004
1653335,07-02-2016 6:07:21 PM,9,004
1662834,05-06-2016 10:00:14 AM,9,004
1682504,28-01-2016 9:31:40 AM,9,004
1715057,30-12-2015 3:17:09 PM,5,004
1729312,02-06-2016 5:29:26 PM,5,004
0134489,13-01-2016 2:54:23 PM,5,005
0134671,02-06-2016 12:25:24 PM,5,005
0134891,22-03-2016 9:18:16 AM,9,005
0135090,08-06-2016 2:31:06 PM,9,005
0138907,25-11-2015 6:12:49 PM,5,005
0153916,01-06-2016 9:35:10 AM,9,005
0153953,04-06-2016 10:23:26 AM,9,005
0158705,04-02-2016 10:32:49 AM,9,005
0163130,02-06-2016 1:36:17 PM,5,005
0167012,21-04-2016 10:25:40 AM,5,005
0170089,30-12-2015 3:09:19 PM,5,005
0170853,31-01-2016 11:14:41 AM,5,005
0172549,18-05-2016 1:58:43 PM,9,005
0199683,05-05-2016 4:52:32 PM,9,005
0202193,11-02-2016 4:03:45 PM,9,005
0213160,31-12-2015 5:38:18 PM,5,005
0216295,02-05-2016 3:24:07 PM,9,005
0220095,19-04-2016 6:11:57 PM,9,005
0227670,12-06-2016 3:01:17 PM,9,005
0258557,03-02-2016 6:30:07 PM,9,005
0262626,27-03-2016 10:05:32 AM,9,005
0263066,17-05-2016 4:53:11 PM,9,005
0267210,12-04-2016 5:30:19 PM,9,005
